model,problem,level,Average accuracy,Failure,weighted_accuracy,weighted_failed,complexity,lvl_correctness,is_close
Yi-34b,sppResults,Lvl 3,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,sppResults,Lvl 4,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,sppResults,Lvl 5,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,sppResults,Lvl 6,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed']",False
Yi-34b,sppResults,Lvl 7,0.0,0.8,0.0,0.08,P,"['failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', False, 'failed']",False
Yi-34b,sppResults,Lvl 8,0.0,0.8,0.0,0.08,P,"[False, 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,sppResults,Lvl 9,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
Yi-34b,sppResults,Lvl 10,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed']",False
Phi-1.5,tspResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,tspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
PaLM 2,bspResults,Lvl 1,0.8,0.1,0.014545454545454545,0.01,P,"[True, True, True, True, True, True, False, True, 'failed', True]",True
PaLM 2,bspResults,Lvl 2,0.5,0.1,0.01818181818181818,0.01,P,"[True, True, True, False, False, True, True, False, False, 'failed']",True
PaLM 2,bspResults,Lvl 3,0.6,0.2,0.03272727272727272,0.02,P,"[True, False, 'failed', True, False, True, True, 'failed', True, True]",True
PaLM 2,bspResults,Lvl 4,0.5,0.0,0.03636363636363636,0.0,P,"[False, False, False, False, True, True, True, False, True, True]",True
PaLM 2,bspResults,Lvl 5,0.6,0.1,0.05454545454545454,0.01,P,"['failed', True, True, True, True, False, False, False, True, True]",True
PaLM 2,bspResults,Lvl 6,0.3,0.0,0.03272727272727272,0.0,P,"[True, True, True, False, False, False, False, False, False, False]",True
PaLM 2,bspResults,Lvl 7,0.5,0.1,0.06363636363636363,0.01,P,"[True, False, True, False, True, True, False, False, True, 'failed']",True
PaLM 2,bspResults,Lvl 8,0.4,0.1,0.05818181818181818,0.01,P,"[False, True, True, False, False, True, True, False, False, 'failed']",True
PaLM 2,bspResults,Lvl 9,0.2,0.2,0.03272727272727273,0.02,P,"[True, 'failed', False, False, False, True, False, False, 'failed', False]",True
PaLM 2,bspResults,Lvl 10,0.4,0.2,0.07272727272727272,0.02,P,"[False, False, True, False, True, False, 'failed', 'failed', True, True]",True
Claude 2,edpResults,Lvl 1,0.5,0.0,0.00909090909090909,0.0,P,"[False, True, True, False, False, False, True, True, True, False]",True
Claude 2,edpResults,Lvl 2,0.5,0.0,0.01818181818181818,0.0,P,"[False, True, False, True, True, True, False, False, False, True]",True
Claude 2,edpResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,P,"[True, False, False, False, False, False, False, False, False, False]",True
Claude 2,edpResults,Lvl 4,0.4,0.0,0.02909090909090909,0.0,P,"[False, True, True, False, False, False, True, False, True, False]",True
Claude 2,edpResults,Lvl 5,0.2,0.0,0.01818181818181818,0.0,P,"[False, False, False, False, False, True, False, False, True, False]",True
Claude 2,edpResults,Lvl 6,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,edpResults,Lvl 7,0.2,0.0,0.025454545454545455,0.0,P,"[False, False, False, False, False, False, False, True, True, False]",True
Claude 2,edpResults,Lvl 8,0.1,0.0,0.014545454545454545,0.0,P,"[True, False, False, False, False, False, False, False, False, False]",True
Claude 2,edpResults,Lvl 9,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,edpResults,Lvl 10,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,bspResults,Lvl 1,1.0,0.0,0.01818181818181818,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 2,1.0,0.0,0.03636363636363636,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 3,1.0,0.0,0.05454545454545454,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 4,1.0,0.0,0.07272727272727272,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 5,1.0,0.0,0.09090909090909091,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 6,1.0,0.0,0.10909090909090909,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 7,1.0,0.0,0.12727272727272726,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 8,1.0,0.0,0.14545454545454545,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 9,1.0,0.0,0.16363636363636364,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,bspResults,Lvl 10,1.0,0.0,0.18181818181818182,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 1,0.8,0.0,0.014545454545454545,0.0,NP-Complete,"[True, True, True, True, True, True, True, False, False, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 2,0.6,0.0,0.021818181818181816,0.0,NP-Complete,"[False, True, False, True, True, False, True, True, True, False]",True
GPT 4 Turbo,gcp_d_Results,Lvl 3,0.8,0.0,0.04363636363636364,0.0,NP-Complete,"[False, True, True, True, True, True, True, True, True, False]",True
GPT 4 Turbo,gcp_d_Results,Lvl 4,0.7,0.0,0.050909090909090904,0.0,NP-Complete,"[False, True, False, True, True, False, True, True, True, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 5,0.7,0.0,0.06363636363636363,0.0,NP-Complete,"[True, False, True, True, True, False, True, True, False, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 6,0.4,0.0,0.04363636363636364,0.0,NP-Complete,"[False, True, True, False, False, True, True, False, False, False]",True
GPT 4 Turbo,gcp_d_Results,Lvl 7,0.8,0.0,0.10181818181818182,0.0,NP-Complete,"[True, True, True, True, True, False, True, False, True, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 8,0.7,0.0,0.10181818181818181,0.0,NP-Complete,"[True, False, True, True, False, False, True, True, True, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 9,1.0,0.0,0.16363636363636364,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,gcp_d_Results,Lvl 10,0.7,0.0,0.12727272727272726,0.0,NP-Complete,"[True, True, False, False, True, True, False, True, True, True]",True
MPT-30b,gcpResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 5,0.0,0.9,0.0,0.09,NP-Hard,"['failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcpResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,edpResults,Lvl 1,0.9,0.0,0.016363636363636365,0.0,P,"[True, True, True, False, True, True, True, True, True, True]",False
Mistral-7b,edpResults,Lvl 2,0.6,0.0,0.021818181818181816,0.0,P,"[False, True, True, False, True, True, True, False, True, False]",False
Mistral-7b,edpResults,Lvl 3,0.2,0.0,0.01090909090909091,0.0,P,"[False, False, True, False, False, False, False, False, False, True]",False
Mistral-7b,edpResults,Lvl 4,0.0,0.3,0.0,0.03,P,"['failed', False, False, False, False, False, False, 'failed', False, 'failed']",False
Mistral-7b,edpResults,Lvl 5,0.1,0.0,0.00909090909090909,0.0,P,"[False, False, False, False, True, False, False, False, False, False]",False
Mistral-7b,edpResults,Lvl 6,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,edpResults,Lvl 7,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,edpResults,Lvl 8,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,edpResults,Lvl 9,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,edpResults,Lvl 10,0.0,0.1,0.0,0.01,P,"[False, False, False, False, False, False, 'failed', False, False, False]",False
Vicuna-13b,edpResults,Lvl 1,0.3,0.2,0.005454545454545454,0.02,P,"[False, True, 'failed', 'failed', False, False, True, False, True, False]",False
Vicuna-13b,edpResults,Lvl 2,0.4,0.1,0.014545454545454545,0.01,P,"[True, True, True, False, 'failed', True, False, False, False, False]",False
Vicuna-13b,edpResults,Lvl 3,0.4,0.0,0.02181818181818182,0.0,P,"[False, False, False, True, True, False, False, False, True, True]",False
Vicuna-13b,edpResults,Lvl 4,0.2,0.3,0.014545454545454545,0.03,P,"[True, False, False, False, False, True, 'failed', 'failed', 'failed', False]",False
Vicuna-13b,edpResults,Lvl 5,0.2,0.1,0.01818181818181818,0.01,P,"[False, False, False, False, False, True, False, 'failed', True, False]",False
Vicuna-13b,edpResults,Lvl 6,0.1,0.1,0.01090909090909091,0.01,P,"[False, False, 'failed', False, False, True, False, False, False, False]",False
Vicuna-13b,edpResults,Lvl 7,0.1,0.0,0.012727272727272728,0.0,P,"[False, False, False, False, False, False, False, True, False, False]",False
Vicuna-13b,edpResults,Lvl 8,0.1,0.3,0.014545454545454545,0.03,P,"[False, False, False, False, 'failed', False, 'failed', 'failed', False, True]",False
Vicuna-13b,edpResults,Lvl 9,0.1,0.3,0.016363636363636365,0.03,P,"[False, 'failed', 'failed', 'failed', False, False, False, True, False, False]",False
Vicuna-13b,edpResults,Lvl 10,0.1,0.2,0.01818181818181818,0.02,P,"['failed', False, True, False, False, 'failed', False, False, False, False]",False
Yi-34b,edpResults,Lvl 1,0.6,0.0,0.010909090909090908,0.0,P,"[True, True, True, False, False, False, False, True, True, True]",False
Yi-34b,edpResults,Lvl 2,0.4,0.0,0.014545454545454545,0.0,P,"[True, False, True, False, True, True, False, False, False, False]",False
Yi-34b,edpResults,Lvl 3,0.2,0.0,0.01090909090909091,0.0,P,"[False, False, True, False, True, False, False, False, False, False]",False
Yi-34b,edpResults,Lvl 4,0.1,0.0,0.007272727272727273,0.0,P,"[True, False, False, False, False, False, False, False, False, False]",False
Yi-34b,edpResults,Lvl 5,0.1,0.0,0.00909090909090909,0.0,P,"[False, True, False, False, False, False, False, False, False, False]",False
Yi-34b,edpResults,Lvl 6,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Yi-34b,edpResults,Lvl 7,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Yi-34b,edpResults,Lvl 8,0.3,0.0,0.04363636363636363,0.0,P,"[True, False, True, False, False, False, False, False, False, True]",False
Yi-34b,edpResults,Lvl 9,0.2,0.0,0.03272727272727273,0.0,P,"[False, False, True, False, False, False, False, False, True, False]",False
Yi-34b,edpResults,Lvl 10,0.2,0.0,0.03636363636363636,0.0,P,"[False, False, False, False, True, True, False, False, False, False]",False
Claude Instant,mspResults,Lvl 1,0.1,0.0,0.0018181818181818182,0.0,NP-Hard,"[False, False, False, False, False, False, True, False, False, False]",True
Claude Instant,mspResults,Lvl 2,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 3,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 4,0.0,0.2,0.0,0.02,NP-Hard,"['failed', False, False, False, False, 'failed', False, False, False, False]",True
Claude Instant,mspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 7,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, False, False, False, False, False, 'failed', False, False]",True
Claude Instant,mspResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 9,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, 'failed', False, False, False, False, False, False, False]",True
Claude Instant,mspResults,Lvl 10,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, False, 'failed', False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 1,0.1,0.0,0.0018181818181818182,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, True]",True
GPT 3.5 Turbo,mspResults,Lvl 2,0.1,0.0,0.0036363636363636364,0.0,NP-Hard,"[True, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 3,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 4,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,mspResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Phi-1.5,kspResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,kspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 1,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 2,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 3,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 4,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 5,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 6,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 7,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 8,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 9,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,sppResults,Lvl 10,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 1,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 2,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 3,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 4,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 5,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 6,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 7,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 8,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 9,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,bspResults,Lvl 10,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 1,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 2,0.0,0.8,0.0,0.08,P,"[False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 3,0.0,0.7,0.0,0.06999999999999999,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', False, False]",False
Mistral-7b,sppResults,Lvl 4,0.0,0.8,0.0,0.08,P,"['failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 5,0.0,0.6,0.0,0.06,P,"['failed', False, 'failed', False, 'failed', 'failed', False, 'failed', False, 'failed']",False
Mistral-7b,sppResults,Lvl 6,0.0,0.7,0.0,0.06999999999999999,P,"['failed', False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
Mistral-7b,sppResults,Lvl 7,0.0,0.4,0.0,0.04,P,"['failed', 'failed', 'failed', False, False, 'failed', False, False, False, False]",False
Mistral-7b,sppResults,Lvl 8,0.0,0.8,0.0,0.08,P,"[False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 9,0.1,0.7,0.016363636363636365,0.06999999999999999,P,"[False, 'failed', 'failed', True, 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,sppResults,Lvl 10,0.0,0.6,0.0,0.06,P,"['failed', 'failed', False, 'failed', 'failed', False, False, 'failed', 'failed', False]",False
Claude 2,sppResults,Lvl 1,0.3,0.0,0.005454545454545454,0.0,P,"[False, True, False, True, True, False, False, False, False, False]",True
Claude 2,sppResults,Lvl 2,0.4,0.0,0.014545454545454545,0.0,P,"[False, False, False, False, True, True, False, True, True, False]",True
Claude 2,sppResults,Lvl 3,0.4,0.1,0.02181818181818182,0.01,P,"[True, True, True, False, False, True, False, False, False, 'failed']",True
Claude 2,sppResults,Lvl 4,0.2,0.0,0.014545454545454545,0.0,P,"[True, False, False, False, True, False, False, False, False, False]",True
Claude 2,sppResults,Lvl 5,0.8,0.0,0.07272727272727272,0.0,P,"[True, True, True, True, False, True, True, False, True, True]",True
Claude 2,sppResults,Lvl 6,0.4,0.0,0.04363636363636364,0.0,P,"[True, True, False, False, False, True, True, False, False, False]",True
Claude 2,sppResults,Lvl 7,0.3,0.0,0.038181818181818185,0.0,P,"[False, True, True, True, False, False, False, False, False, False]",True
Claude 2,sppResults,Lvl 8,0.3,0.0,0.04363636363636363,0.0,P,"[True, False, False, False, False, False, False, False, True, True]",True
Claude 2,sppResults,Lvl 9,0.5,0.0,0.08181818181818182,0.0,P,"[False, True, False, False, False, True, True, False, True, True]",True
Claude 2,sppResults,Lvl 10,0.2,0.0,0.03636363636363636,0.0,P,"[False, False, True, False, True, False, False, False, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 1,0.8,0.0,0.014545454545454545,0.0,NP-Hard,"[False, True, False, True, True, True, True, True, True, True]",True
GPT 4 Turbo,gcpResults,Lvl 2,0.5,0.0,0.01818181818181818,0.0,NP-Hard,"[False, True, True, True, False, False, True, False, False, True]",True
GPT 4 Turbo,gcpResults,Lvl 3,0.5,0.0,0.02727272727272727,0.0,NP-Hard,"[True, False, True, False, True, False, False, True, False, True]",True
GPT 4 Turbo,gcpResults,Lvl 4,0.1,0.0,0.007272727272727273,0.0,NP-Hard,"[False, False, False, False, False, False, False, True, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 5,0.1,0.0,0.00909090909090909,0.0,NP-Hard,"[False, False, False, False, False, True, False, False, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,gcpResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
